"dgp","paramset","n","rep","seed","sec_gen","sec_A","sec_B"
"1111","weak",900,47,31560758,0.43999999999869,4.20999999999913,587.02
"1111","weak",900,48,31560759,0.459999999999127,4.27999999999884,590.639999999999
"1111","weak",900,49,31560760,0.409999999999854,4.36999999999898,593.200000000001
"1111","weak",900,50,31560761,0.409999999999854,4.13999999999942,584.82
"1111","weak",900,51,31560762,0.450000000000728,4.09000000000015,592.220000000001
"1111","weak",900,52,31560763,0.399999999997817,3.95999999999913,589.990000000002
"1111","weak",900,53,31560764,0.409999999999854,4.08000000000175,585.950000000001
"1111","weak",900,54,31560765,0.400000000001455,4.12000000000262,591.889999999999
"1111","weak",900,55,31560766,0.469999999993888,4.37999999999738,595.190000000002
"1111","weak",900,56,31560767,0.340000000003783,4.13999999999942,606.529999999999
"1111","weak",900,57,31560768,0.470000000001164,3.88999999999942,591.290000000001
"1111","weak",900,58,31560769,0.349999999998545,4.01000000000204,593.220000000001
"1111","weak",900,59,31560770,0.389999999999418,4.13999999999942,586.389999999999
"1111","weak",900,60,31560771,0.470000000001164,4.05000000000291,605.5
"1111","weak",900,61,31560772,0.450000000004366,4.06000000000495,605.599999999999
"1111","weak",900,62,31560773,0.409999999996217,3.61000000000058,607.299999999996
"1111","weak",900,63,31560774,0.390000000006694,3.90999999999622,594.529999999999
"1111","weak",900,64,31560775,0.410000000003492,4.15000000000146,593.170000000006
"1111","weak",900,65,31560776,0.370000000002619,4.56999999999971,611.519999999997
"1111","weak",900,66,31560777,0.459999999999127,4.22000000000116,590.440000000002
"1111","weak",900,67,31560778,0.42000000000553,3.80000000000291,584.269999999997
"1111","weak",900,68,31560779,0.459999999999127,3.86000000000058,588.980000000003
"1111","weak",900,69,31560780,0.470000000001164,4.2699999999968,588.110000000001
"1111","weak",900,70,31560781,0.360000000000582,4.08000000000175,583.709999999999
"1111","weak",900,71,31560782,0.360000000000582,4.01000000000204,596.360000000001
"1111","weak",900,72,31560783,0.340000000003783,3.90999999999622,597.720000000001
"1111","weak",900,73,31560784,0.439999999995052,4.02999999999884,599.019999999997
"1111","weak",900,74,31560785,0.410000000003492,4.05999999999767,592.450000000004
"1111","weak",900,75,31560786,0.379999999997381,4.25,584.669999999998
"1111","weak",900,76,31560787,0.430000000000291,4.20999999999913,582.610000000001
"1111","weak",900,77,31560788,0.410000000003492,4.04000000000087,600.470000000001
"1111","weak",900,78,31560789,0.389999999999418,4.08000000000175,586.839999999997
"1111","weak",900,79,31560790,0.42000000000553,4.08000000000175,611.189999999995
"1111","weak",900,80,31560791,0.42000000000553,3.95999999999913,593.420000000006
"1111","weak",900,81,31560792,0.44999999999709,3.78000000000611,588.129999999997
"1111","weak",900,82,31560793,0.419999999998254,3.91000000000349,587.050000000003
"1111","weak",900,83,31560794,0.5,4.37999999999738,595.329999999994
"1111","weak",900,84,31560795,0.430000000000291,4.15000000000146,583.989999999998
"1111","weak",900,85,31560796,0.470000000001164,4.13999999999942,584.780000000006
"1111","weak",900,86,31560797,0.479999999995925,3.73999999999796,586.720000000001
"1111","weak",900,87,31560798,0.390000000006694,4.19000000000233,572.25
"1111","weak",900,88,31560799,0.379999999997381,4.05999999999767,578.780000000006
"1111","weak",900,89,31560800,0.389999999999418,4.38999999999942,583.839999999997
"1111","weak",900,90,31560801,0.459999999999127,4.37999999999738,604.150000000001
"1111","weak",900,91,31560802,0.389999999999418,3.91999999999825,589.059999999998
"1111","weak",900,92,31560803,0.459999999999127,4.16999999999825,594.139999999999
"1111","weak",900,93,31560804,0.510000000002037,4.25,588.890000000007
"1111","weak",900,94,31560805,0.370000000002619,4.29999999999563,592.330000000002
"1111","weak",900,95,31560806,0.360000000000582,4.4800000000032,586.779999999999
"1111","weak",900,96,31560807,0.389999999999418,4.43999999999505,592.279999999999
"1111","weak",900,97,31560808,0.42000000000553,4.18999999999505,575.720000000001
"1111","weak",900,98,31560809,0.400000000001455,3.94999999999709,601.220000000001
"1111","weak",900,99,31560810,0.480000000003201,4.13999999999942,572.360000000001
"1111","weak",900,100,31560811,0.419999999998254,4.30999999999767,582.739999999998
"1111","weak",900,101,31560812,0.340000000003783,4.18000000000029,565.689999999995
"1111","weak",900,102,31560813,0.410000000003492,4.02999999999884,585.980000000003
"1111","weak",900,103,31560814,0.30000000000291,4.26000000000204,572.489999999998
"1111","weak",900,104,31560815,0.32999999999447,4,571.610000000001
"1111","weak",900,105,31560816,0.349999999998545,4,569.860000000001
"1111","weak",900,106,31560817,0.479999999995925,4.17000000000553,583.360000000001
"1111","weak",900,107,31560818,0.419999999998254,4.05999999999767,572.239999999998
"1111","weak",900,108,31560819,0.510000000002037,3.94000000000233,584.109999999993
"1111","weak",900,109,31560820,0.409999999996217,4.15999999999622,573.110000000001
"1111","weak",900,110,31560821,0.330000000001746,4.09999999999127,576.029999999999
"1111","weak",900,111,31560822,0.440000000002328,3.88000000000466,583.380000000005
"1111","weak",900,112,31560823,0.479999999995925,3.75999999999476,574.51999999999
"1111","weak",900,113,31560824,0.420000000012806,4.10000000000582,596.579999999987
"1111","weak",900,114,31560825,0.399999999994179,3.82000000000698,578.229999999996
"1111","weak",900,115,31560826,0.430000000007567,4.08000000000175,566.779999999999
"1111","weak",900,116,31560827,0.5,4.11000000000058,582.660000000003
"1111","weak",900,117,31560828,0.529999999998836,4.08999999999651,581.070000000007
"1111","weak",900,118,31560829,0.470000000001164,4.04999999998836,582.880000000005
"1111","weak",900,119,31560830,0.369999999995343,3.9600000000064,577.309999999998
"1111","weak",900,120,31560831,0.470000000001164,3.97999999999593,575.639999999999
"1111","weak",900,121,31560832,0.379999999990105,4.25,578.080000000002
"1111","weak",900,122,31560833,0.380000000004657,3.83999999999651,571.970000000001
"1111","weak",900,123,31560834,0.530000000013388,4.05999999999767,582.73000000001
"1111","weak",900,124,31560835,0.399999999994179,4.22000000000116,582.010000000009
"1111","weak",900,125,31560836,0.380000000004657,4.13999999999942,572.220000000001
"1111","weak",900,126,31560837,0.429999999993015,3.88999999999942,581.949999999997
"1111","weak",900,127,31560838,0.470000000001164,4,587.820000000007
"1111","weak",900,128,31560839,0.389999999999418,4.25,580.919999999998
"1111","weak",900,129,31560840,0.44999999999709,3.80000000000291,600.190000000002
"1111","weak",900,130,31560841,0.370000000009895,3.8799999999901,592.409999999989
"1111","weak",900,131,31560842,0.470000000001164,4.04000000000815,594.929999999993
"1111","weak",900,132,31560843,0.439999999987776,3.97000000000116,586.330000000002
"1111","weak",900,133,31560844,0.400000000008731,4.08999999999651,584.970000000001
"1111","weak",900,134,31560845,0.380000000004657,3.5,577.020000000004
"1111","weak",900,135,31560846,0.440000000002328,4.30000000000291,579.169999999998
"1111","weak",900,136,31560847,0.559999999997672,3.91999999999825,589.490000000005
"1111","weak",900,137,31560848,0.5,4.13999999999942,584.440000000002
"1111","weak",900,138,31560849,0.419999999998254,4.30999999999767,581.580000000002
"1111","weak",900,139,31560850,0.389999999999418,4.38999999999942,580.949999999997
"1111","weak",900,140,31560851,0.419999999998254,4.16999999999825,597.369999999995
"1111","weak",900,141,31560852,0.439999999987776,3.80999999999767,583.440000000002
"1111","weak",900,142,31560853,0.470000000001164,4.33000000000175,591.940000000002
"1111","weak",900,143,31560854,0.44999999999709,4.43999999998778,598.139999999999
"1111","weak",900,144,31560855,0.369999999995343,3.88999999999942,588.360000000001
"1111","weak",900,145,31560856,0.44999999999709,4.22000000000116,589.229999999996
"1111","weak",900,146,31560857,0.440000000002328,3.80000000000291,609
"1111","weak",900,147,31560858,0.470000000001164,4.45000000001164,582.550000000003
"1111","weak",900,148,31560859,0.360000000000582,4.23999999999069,596.110000000001
"1111","weak",900,149,31560860,0.410000000003492,3.9600000000064,591.190000000002
"1111","weak",900,150,31560861,0.479999999995925,4.04000000000815,575.720000000001
"1111","weak",900,151,31560862,0.410000000003492,4.00999999999476,576.059999999998
"1111","weak",900,152,31560863,0.419999999998254,4.16000000000349,590.930000000008
"1111","weak",900,153,31560864,0.409999999988941,4,585.050000000003
"1111","weak",900,154,31560865,0.400000000008731,4.2100000000064,592.110000000001
"1111","weak",900,155,31560866,0.5,4.30000000000291,587.360000000001
"1111","weak",900,156,31560867,0.44999999999709,4.08000000000175,612.270000000004
"1111","weak",900,157,31560868,0.409999999988941,4.16000000000349,588.559999999998
"1111","weak",900,158,31560869,0.529999999998836,4.08000000000175,596.309999999998
"1111","weak",900,159,31560870,0.429999999993015,3.86999999999534,600.449999999997
"1111","weak",900,160,31560871,0.420000000012806,4.19999999999709,603.770000000004
"1111","weak",900,161,31560872,0.419999999998254,4.19000000000233,592.639999999999
"1111","weak",900,162,31560873,0.369999999995343,4.02999999999884,586.690000000002
"1111","weak",900,163,31560874,0.419999999998254,3.98000000001048,609.589999999997
"1111","weak",900,164,31560875,0.529999999998836,4.1299999999901,592.270000000004
"1111","weak",900,165,31560876,0.419999999998254,4.13000000000466,584.949999999997
"1111","weak",900,166,31560877,0.389999999999418,4.02999999999884,599.839999999997
"1111","weak",900,167,31560878,0.429999999993015,4.0399999999936,588.75
"1111","weak",900,168,31560879,0.420000000012806,3.80000000000291,580.219999999987
"1111","weak",900,169,31560880,0.440000000002328,4.05000000000291,588.25
"1111","weak",900,170,31560881,0.44999999999709,4.15000000000873,576.319999999992
"1111","weak",900,171,31560882,0.440000000002328,4.44000000000233,593.060000000012
"1111","weak",900,172,31560883,0.419999999998254,3.97000000000116,587.440000000002
"1111","weak",900,173,31560884,0.470000000001164,3.95000000001164,592.099999999991
"1111","weak",900,174,31560885,0.319999999992433,4,591.590000000011
"1111","weak",900,175,31560886,0.389999999999418,3.91000000000349,570.459999999992
"1111","weak",900,176,31560887,0.5,3.83000000000175,592.559999999998
"1111","weak",900,177,31560888,0.430000000007567,4.2100000000064,576.259999999995
"1111","weak",900,178,31560889,0.399999999994179,3.84999999999127,590.069999999992
"1111","weak",900,179,31560890,0.419999999998254,3.97999999999593,580.619999999995
"1111","weak",900,180,31560891,0.460000000006403,4.38000000000466,572.23000000001
"1111","weak",900,181,31560892,0.420000000012806,3.69000000000233,575.240000000005
"1111","weak",900,182,31560893,0.440000000002328,4.42999999999302,593.12999999999
"1111","weak",900,183,31560894,0.409999999988941,4.13999999999942,594.270000000004
"1111","weak",900,184,31560895,0.389999999999418,4.34999999999127,591.570000000007
"1111","weak",900,185,31560896,0.409999999988941,4.16000000000349,578.819999999992
"1111","weak",900,186,31560897,0.330000000001746,3.92000000001281,589.289999999994
"1111","weak",900,187,31560898,0.440000000002328,3.64000000001397,595.179999999993
"1111","weak",900,188,31560899,0.509999999994761,4.13000000000466,583.51999999999
"1111","weak",900,189,31560900,0.470000000001164,4.14999999999418,583.209999999992
"1111","weak",900,190,31560901,0.360000000000582,4.22999999999593,589.559999999998
"1111","weak",900,191,31560902,0.410000000003492,4.25,589.550000000003
"1111","weak",900,192,31560903,0.440000000002328,4.25,599.910000000003
"1111","weak",900,193,31560904,0.440000000002328,3.77999999999884,592.940000000002
"1111","weak",900,194,31560905,0.409999999988941,3.97000000000116,594.360000000001
"1111","weak",900,195,31560906,0.389999999999418,3.79999999998836,611.619999999995
"1111","weak",900,196,31560907,0.470000000001164,4.04999999998836,586.970000000001
"1111","weak",900,197,31560908,0.440000000002328,4.14999999999418,591.690000000002
"1111","weak",900,198,31560909,0.410000000003492,4.19000000000233,580.400000000009
"1111","weak",900,199,31560910,0.410000000003492,4.25999999999476,583.180000000008
"1111","weak",900,200,31560911,0.329999999987194,3.97999999999593,607.190000000002
"1111","weak",900,201,31560912,0.410000000003492,4.2100000000064,590.889999999999
"1111","weak",900,202,31560913,0.519999999989523,3.8799999999901,593.790000000008
"1111","weak",900,203,31560914,0.470000000001164,3.72999999999593,578.309999999998
"1111","weak",900,204,31560915,0.5,4.16999999999825,584.600000000006
"1111","weak",900,205,31560916,0.469999999986612,4.22000000000116,597.799999999988
"1111","weak",900,206,31560917,0.360000000000582,4.25999999999476,586.659999999989
"1111","weak",900,207,31560918,0.299999999988358,4.08000000000175,577.540000000008
"1111","weak",900,208,31560919,0.370000000009895,4.09999999999127,588.290000000008
"1111","weak",900,209,31560920,0.409999999988941,4.06000000001222,573.25
"1111","weak",900,210,31560921,0.410000000003492,3.94999999999709,581.889999999999
"1111","weak",900,211,31560922,0.399999999994179,4.16000000000349,570.5
"1111","weak",900,212,31560923,0.379999999990105,4.11999999999534,591.899999999994
"1111","weak",900,213,31560924,0.479999999995925,4.28000000001339,574.990000000005
"1111","weak",900,214,31560925,0.44999999999709,3.85000000000582,581.619999999995
"1111","weak",900,215,31560926,0.430000000007567,4.15999999998894,575.809999999998
"1111","weak",900,216,31560927,0.5,4.02999999999884,584.820000000007
"1111","weak",900,217,31560928,0.440000000002328,3.69999999999709,566.440000000002
"1111","weak",900,218,31560929,0.370000000009895,3.94000000000233,589.559999999998
"1111","weak",900,219,31560930,0.360000000000582,4.32000000000698,582.459999999992
"1111","weak",900,220,31560931,0.44999999999709,4.0800000000163,597.569999999992
"1111","weak",900,221,31560932,0.450000000011642,4.22000000000116,580.360000000015
"1111","weak",900,222,31560933,0.419999999983702,4.02999999999884,590.5
"1111","weak",900,223,31560934,0.399999999994179,4.05999999999767,579.630000000005
"1111","weak",900,224,31560935,0.339999999996508,4.05000000001746,588.369999999995
"1111","weak",900,225,31560936,0.440000000002328,3.93000000002212,574.939999999973
"1111","weak",900,226,31560937,0.440000000002328,4.08999999999651,571.300000000017
"1111","weak",900,227,31560938,0.46999999997206,3.92999999999302,590.779999999999
"1111","weak",900,228,31560939,0.470000000001164,3.94999999998254,591.270000000019
"1111","weak",900,229,31560940,0.360000000015134,4.31000000002678,583.760000000009
"1111","weak",900,230,31560941,0.449999999982538,4,587.209999999992
"1111","weak",900,231,31560942,0.339999999996508,4.1699999999837,587.419999999984
"1111","weak",900,232,31560943,0.479999999981374,3.98999999999069,585.850000000006
"1111","weak",900,233,31560944,0.350000000005821,3.99000000001979,588.770000000019
"1111","weak",900,234,31560945,0.380000000004657,4.05999999999767,575.420000000013
"1111","weak",900,235,31560946,0.440000000002328,3.9199999999837,575.199999999983
"1111","weak",900,236,31560947,0.429999999993015,3.85999999998603,573.630000000005
"1111","weak",900,237,31560948,0.39000000001397,4.5,578.329999999987
"1111","weak",900,238,31560949,0.519999999989523,4.16000000000349,577.589999999997
"1111","weak",900,239,31560950,0.470000000001164,3.88999999998487,595.76999999999
"1111","weak",900,240,31560951,0.459999999991851,3.88000000000466,592.5
"1111","weak",900,241,31560952,0.420000000012806,3.9199999999837,571.140000000014
"1111","weak",900,242,31560953,0.449999999982538,4.07000000000698,574.079999999987
"1111","weak",900,243,31560954,0.46999999997206,4.38999999998487,572.440000000002
"1111","weak",900,244,31560955,0.420000000012806,4.30000000001746,584.180000000022
"1111","weak",900,245,31560956,0.389999999984866,3.76999999998952,588.860000000015
"1111","weak",900,246,31560957,0.450000000011642,4.17000000001281,591.010000000009
"1111","weak",900,247,31560958,0.39000000001397,4.13000000000466,584.389999999985
"1111","weak",900,248,31560959,0.429999999993015,4.16000000000349,584.25
"1111","weak",900,249,31560960,0.339999999996508,4.16000000000349,579.910000000003
"1111","weak",900,250,31560961,0.419999999983702,3.77999999999884,582.579999999987
"1111","weak",900,251,31560962,0.440000000002328,4.27000000001863,583.960000000021
"1111","weak",900,252,31560963,0.360000000015134,4.63999999998487,595.890000000014
"1111","weak",900,253,31560964,0.440000000002328,4.35999999998603,587.640000000014
"1111","weak",900,254,31560965,0.389999999984866,4.08999999999651,582.989999999991
"1111","weak",900,255,31560966,0.369999999995343,4.22000000000116,583.75
"1111","weak",900,256,31560967,0.400000000023283,4.51000000000931,576.079999999987
"1111","weak",900,257,31560968,0.330000000016298,4.25,588.190000000002
"1111","weak",900,258,31560969,0.470000000001164,4.5,577.940000000002
"1111","weak",900,259,31560970,0.450000000011642,4.18000000002212,571.279999999999
"1111","weak",900,260,31560971,0.470000000001164,4.39000000001397,581
"1111","weak",900,261,31560972,0.449999999982538,4.28999999997905,574.949999999983
"1111","weak",900,262,31560973,0.419999999983702,4.30999999999767,585.890000000014
"1111","weak",900,263,31560974,0.350000000005821,4.32000000000698,601.690000000002
"1111","weak",900,264,31560975,0.5,4.1699999999837,591.649999999994
"1111","weak",900,265,31560976,0.370000000024447,4.44000000000233,622.899999999994
"1111","weak",900,266,31560977,0.339999999996508,3.67000000001281,591.029999999999
"1111","weak",900,267,31560978,0.299999999988358,3.97000000000116,591.220000000001
"1111","weak",900,268,31560979,0.5,4.02999999999884,586.399999999994
"1111","weak",900,269,31560980,0.440000000002328,3.88000000000466,582.679999999993
"1111","weak",900,270,31560981,0.449999999982538,4.37999999997555,579.040000000008
"1111","weak",900,271,31560982,0.429999999993015,4.13000000000466,583.720000000001
"1111","weak",900,272,31560983,0.350000000005821,4.21000000002095,577.779999999999
"1111","weak",900,273,31560984,0.470000000001164,4.0800000000163,583.360000000015
"1111","weak",900,274,31560985,0.450000000011642,4.13999999998487,583.720000000001
"1111","weak",900,275,31560986,0.350000000005821,4.14000000001397,584.850000000006
"1111","weak",900,276,31560987,0.420000000012806,4.0800000000163,592.410000000003
"1111","weak",900,277,31560988,0.450000000011642,4.17999999999302,578.910000000003
"1111","weak",900,278,31560989,0.480000000010477,4.08999999999651,591.580000000016
"1111","weak",900,279,31560990,0.470000000001164,4.27999999999884,596.299999999988
"1111","weak",900,280,31560991,0.299999999988358,4.25,589.040000000008
"1111","weak",900,281,31560992,0.399999999994179,4.17999999999302,588.380000000005
"1111","weak",900,282,31560993,0.440000000002328,3.89999999999418,588.199999999983
"1111","weak",900,283,31560994,0.440000000002328,3.92000000001281,578.460000000021
"1111","weak",900,284,31560995,0.479999999981374,4.60000000000582,576.729999999981
"1111","weak",900,285,31560996,0.39000000001397,3.90000000002328,578.430000000022
"1111","weak",900,286,31560997,0.419999999983702,3.76000000000931,584.640000000014
"1111","weak",900,287,31560998,0.419999999983702,4.22000000000116,575.220000000001
"1111","weak",900,288,31560999,0.329999999987194,4.25,583.919999999984
"1111","weak",900,289,31561000,0.369999999995343,3.97000000000116,579.779999999999
"1111","weak",900,290,31561001,0.380000000004657,4,598.420000000013
"1111","weak",900,291,31561002,0.39000000001397,4.02999999999884,599.829999999987
"1111","weak",900,292,31561003,0.399999999994179,4.42000000001281,588.010000000009
"1111","weak",900,293,31561004,0.440000000002328,4.05999999999767,586.529999999999
"1111","weak",900,294,31561005,0.440000000002328,4.26999999998952,584.959999999992
"1111","weak",900,295,31561006,0.440000000002328,4.21000000002095,593.559999999998
"1111","weak",900,296,31561007,0.399999999994179,4.27999999999884,582.359999999986
"1111","weak",900,297,31561008,0.470000000001164,4.05999999999767,597.290000000008
"1111","weak",900,298,31561009,0.419999999983702,4.14000000001397,596.320000000007
"1111","weak",900,299,31561010,0.399999999994179,3.79000000000815,596.260000000009
"1111","weak",900,300,31561011,0.470000000001164,4.14000000001397,590.5
"0111","weak",900,1,41560712,0.389999999984866,0.679999999993015,587.860000000015
"0111","weak",900,2,41560713,0.309999999997672,0.700000000011642,592.470000000001
"0111","weak",900,3,41560714,0.309999999997672,0.739999999990687,590.380000000005
"0111","weak",900,4,41560715,0.320000000006985,0.700000000011642,576.390000000014
"0111","weak",900,5,41560716,0.389999999984866,0.559999999997672,577.160000000003
"0111","weak",900,6,41560717,0.389999999984866,0.570000000006985,586.369999999995
"0111","weak",900,7,41560718,0.409999999974389,0.570000000006985,605.679999999993
"0111","weak",900,8,41560719,0.299999999988358,0.559999999997672,594.600000000006
"0111","weak",900,9,41560720,0.339999999996508,0.630000000004657,587.829999999987
"0111","weak",900,10,41560721,0.380000000004657,0.649999999994179,594.059999999998
"0111","weak",900,11,41560722,0.279999999998836,0.649999999994179,596.390000000014
"0111","weak",900,12,41560723,0.369999999995343,0.629999999975553,576.609999999986
"0111","weak",900,13,41560724,0.399999999994179,0.799999999988358,587.270000000019
"0111","weak",900,14,41560725,0.319999999977881,0.649999999994179,573.579999999987
"0111","weak",900,15,41560726,0.309999999997672,0.630000000004657,586.560000000027
"0111","weak",900,16,41560727,0.340000000025611,0.64000000001397,589.779999999999
"0111","weak",900,17,41560728,0.409999999974389,0.610000000015134,590.74000000002
"0111","weak",900,18,41560729,0.420000000012806,0.630000000004657,582.75
"0111","weak",900,19,41560730,0.350000000005821,0.709999999991851,588.5
"0111","weak",900,20,41560731,0.380000000004657,0.60999999998603,577.270000000019
"0111","weak",900,21,41560732,0.369999999995343,0.679999999993015,575.869999999995
"0111","weak",900,22,41560733,0.360000000015134,0.71999999997206,582.690000000002
"0111","weak",900,23,41560734,0.329999999987194,0.689999999973224,589.5
"0111","weak",900,24,41560735,0.350000000005821,0.619999999995343,602.640000000014
"0111","weak",900,25,41560736,0.39000000001397,0.690000000002328,574.940000000002
"0111","weak",900,26,41560737,0.399999999994179,0.690000000002328,584.25
"0111","weak",900,27,41560738,0.369999999995343,0.630000000004657,578.929999999993
"0111","weak",900,28,41560739,0.350000000005821,0.60999999998603,597.549999999988
"0111","weak",900,29,41560740,0.369999999995343,0.690000000002328,591.059999999998
"0111","weak",900,30,41560741,0.339999999996508,0.60999999998603,590.950000000012
"0111","weak",900,31,41560742,0.39000000001397,0.619999999995343,588.309999999998
"0111","weak",900,32,41560743,0.389999999984866,0.630000000004657,585.890000000014
"0111","weak",900,33,41560744,0.339999999996508,0.679999999993015,585.309999999998
"0111","weak",900,34,41560745,0.370000000024447,0.71999999997206,590.369999999995
"0111","weak",900,35,41560746,0.309999999997672,0.630000000004657,583.279999999999
"0111","weak",900,36,41560747,0.360000000015134,0.559999999997672,590.609999999986
"0111","weak",900,37,41560748,0.290000000008149,0.690000000002328,586.200000000012
"0111","weak",900,38,41560749,0.339999999996508,0.75,588.399999999994
"0111","weak",900,39,41560750,0.279999999998836,0.700000000011642,584.739999999991
"0111","weak",900,40,41560751,0.339999999996508,0.75,578.469999999972
"0111","weak",900,41,41560752,0.430000000022119,0.589999999996508,601.189999999973
"0111","weak",900,42,41560753,0.429999999993015,0.739999999990687,578.029999999999
"0111","weak",900,43,41560754,0.360000000015134,0.400000000023283,571.720000000001
"0111","weak",900,44,41560755,0.209999999991851,0.64000000001397,528.779999999999
"0111","weak",900,45,41560756,0.329999999987194,0.540000000008149,530.940000000002
"0111","weak",900,46,41560757,0.340000000025611,0.779999999998836,538.050000000017
"0111","weak",900,47,41560758,0.360000000015134,0.600000000005821,533.789999999979
"0111","weak",900,48,41560759,0.419999999983702,0.470000000001164,542.529999999999
"0111","weak",900,49,41560760,0.35999999998603,0.670000000012806,537.690000000002
"0111","weak",900,50,41560761,0.39000000001397,0.490000000019791,541.75
"0111","weak",900,51,41560762,0.360000000015134,0.619999999995343,541.379999999976
"0111","weak",900,52,41560763,0.389999999984866,0.450000000011642,533.729999999981
"0111","weak",900,53,41560764,0.35999999998603,0.630000000004657,526.880000000005
"0111","weak",900,54,41560765,0.329999999987194,0.679999999993015,534.799999999988
"0111","weak",900,55,41560766,0.319999999977881,0.470000000001164,531.25
"0111","weak",900,56,41560767,0.429999999993015,0.579999999987194,534.320000000007
"0111","weak",900,57,41560768,0.349999999976717,0.630000000004657,534.050000000017
"0111","weak",900,58,41560769,0.380000000004657,0.610000000015134,547.279999999999
"0111","weak",900,59,41560770,0.339999999996508,0.639999999984866,527.070000000007
"0111","weak",900,60,41560771,0.39000000001397,0.790000000008149,526.580000000016
"0111","weak",900,61,41560772,0.320000000006985,0.60999999998603,531.350000000006
"0111","weak",900,62,41560773,0.330000000016298,0.680000000022119,554.279999999999
"0111","weak",900,63,41560774,0.350000000005821,0.569999999977881,589.570000000007
"0111","weak",900,64,41560775,0.369999999995343,0.649999999994179,621.059999999998
"0111","weak",900,65,41560776,0.339999999996508,0.60999999998603,591.429999999993
"0111","weak",900,66,41560777,0.440000000002328,0.60999999998603,578.090000000026
"0111","weak",900,67,41560778,0.380000000004657,0.710000000020955,577.460000000021
"0111","weak",900,68,41560779,0.320000000006985,0.579999999987194,582.309999999998
"0111","weak",900,69,41560780,0.470000000001164,0.559999999997672,582.970000000001
"0111","weak",900,70,41560781,0.320000000006985,0.670000000012806,581.5
"0111","weak",900,71,41560782,0.409999999974389,0.630000000004657,580.440000000002
"0111","weak",900,72,41560783,0.339999999996508,0.75,585.809999999998
"0111","weak",900,73,41560784,0.440000000002328,0.60999999998603,576.170000000013
"0111","weak",900,74,41560785,0.429999999993015,0.709999999991851,583.580000000016
"0111","weak",900,75,41560786,0.289999999979045,0.660000000003492,579.419999999984
